year_month_day,avg(SNOW_COVER_AT_SURFACE_PERCENT),avg(DEWPOINT_TEMPERATURE_2_METERS_ABOVE_SURFACE_KELVIN),avg(TEMPERATURE_AT_SURFACE_KELVIN),avg(RELATIVE_HUMIDITY_2_METERS_ABOVE_SURFACE_PERCENT)
20210712,0.0,275.58654088541664,291.80967825520815,41.411687683105484
20210202,100.0,265.62432130533836,267.93609174804664,69.65661110687248
20210607,5.0,275.4431319010415,288.7291653645833,50.74377978897095
20210611,3.3333333333333335,266.7459321614583,288.0283490234381,25.569898246765128
20210714,0.0,282.15611223958336,286.3933117187499,84.9025117925008
20211010,24.525833333333335,271.3817659830728,278.6275760091144,73.25533400217691
20210729,0.0,282.5224910807293,291.54517526041656,65.79328591155996
20210211,100.0,266.3388227701821,268.97777919921896,85.99612510681156
20210523,16.786666666666665,269.6807641927081,281.3810074869793,55.9285653101602
20210119,100.0,262.5817785970051,266.63139715169285,76.9109063949584
20211022,5.833333333333333,263.0442533854163,276.09470351562453,36.53258879216513
20210603,5.0,274.49509153645795,286.41713795572923,52.02036238416034
20210824,0.0,271.5230646484376,288.5939735677087,35.426314281463604
20211011,30.4375,268.90787355143215,278.0191278320315,62.96675685373944
20210501,25.833333333333332,269.98589225260434,283.00459285481776,40.87947315343223
20210703,0.0,279.12495201822935,291.2069790364583,54.93521238708495
20210924,0.0,270.7996934895829,284.47764401041735,45.28499192301437
20210823,0.0,273.90544472656205,288.1718317708334,40.60014468383796
20210831,0.0,270.2703278645834,289.001952539062,29.24669109598796
20210922,0.0,265.75825976562516,282.49470502929745,33.61846059926353
20210520,24.430833333333332,273.4213266276047,283.82030247395846,58.43615583038332
20211005,0.0,271.5550233723953,283.4310871419274,46.74954419453941
20210503,47.79666666666667,273.3988636067709,277.634745638021,84.6077487627664
20210517,21.279166666666665,272.73580032552076,281.72782473958307,63.427381448109934
20210429,46.39833333333333,269.0918584960939,279.04724654947927,59.83333208338421
20211008,2.5,273.5189880208334,282.3005488769531,58.896045893351314
20211018,58.333333333333336,268.56063920898436,275.17267083333354,55.50931272633875
20211004,4.59,271.823826432292,282.4531340820315,52.45185317993162
20210628,1.6891666666666667,277.0693330078127,286.2596421223959,69.46910762278239
20210213,100.0,267.71244612630176,269.7105780761718,91.13436813608797
20210821,4.136666666666667,275.4407113281252,286.1481846354165,56.07481304168697
20210825,0.0,267.3808001953123,288.06376718749993,25.878341958363837
20210813,0.75,277.0820076822912,290.36394192708354,47.58929331970214
20210131,100.0,260.9140286458331,263.5985675618492,77.41384621938076
20210109,100.0,258.45977006835926,261.9398697916667,64.60825402577728
20210602,8.81,271.8950585937496,285.24911399739636,46.78770699183152
20210328,92.34666666666666,265.486799983724,270.4937794759123,71.12860978444411
20210408,63.575833333333335,263.9006118489584,273.83505904947924,47.27769241650902
20210715,0.8333333333333334,278.67892532552094,288.76582897135415,63.94453809738169
20210327,98.73166666666667,265.22806508789074,270.4903924316409,79.53004264958707
20210615,0.0,268.82095668945357,291.9024095703123,22.61884456253049
20210725,0.0,281.01865188802117,290.4408451822917,65.7934696680705
