year_month_day,avg(SNOW_COVER_AT_SURFACE_PERCENT),avg(DEWPOINT_TEMPERATURE_2_METERS_ABOVE_SURFACE_KELVIN),avg(TEMPERATURE_AT_SURFACE_KELVIN),avg(RELATIVE_HUMIDITY_2_METERS_ABOVE_SURFACE_PERCENT)
"",27.01086770494609,269.9911700999783,282.08170358296934,52.468000089413046
20210101,100.0,261.4518648507256,264.4787779715402,72.26076999119343
20210102,97.32142857142857,260.95188717215416,264.48461952427425,69.25839635576517
20210103,83.03571428571429,261.29893924386164,266.0633918108258,65.78875001634871
20210104,78.57142857142857,263.22887430245555,267.4717548479352,68.2129560743059
20210105,75.89285714285714,264.07549358258916,268.4394854213171,64.65010540281025
20210106,67.14285714285714,260.9479452078684,266.69854265485515,63.14431304931643
20210107,64.28571428571429,262.3687946428569,267.6691089564732,63.76432503291537
20210108,66.07142857142857,260.452770124163,266.48431842912936,59.85175261088776
20210109,82.96964285714286,262.9364272112164,265.7390066964287,78.7149206924438
20210110,100.0,263.0610813685826,266.495536376953,82.38168739863804
20210111,100.0,259.1995599539621,263.6457337472098,66.12894945417123
20210112,100.0,258.8566174490794,264.5704664481027,57.6349792780195
20210113,100.0,263.3525361328123,268.8515569196428,59.327517792837924
20210114,83.92857142857143,263.59398967633945,269.6888738839284,59.63978961399626
20210115,78.57142857142857,258.3270710100444,265.1058245675221,56.60970048086986
20210116,70.53571428571429,262.4898713727678,267.71289620535714,62.44884945460728
20210117,51.785714285714285,262.9827653459821,268.4732486049109,64.504414503915
20210118,48.98392857142857,264.8179494628906,269.15141326032386,70.76091193880357
20210119,96.61607142857143,264.9572345493862,269.3767173897876,81.51047782352994
20210120,45.535714285714285,263.2400926339286,268.50380946568083,64.63706743512842
20210121,68.75,265.5545536411831,270.4716053989953,66.98916189466212
20210122,79.46428571428571,265.3493667689736,269.238719063895,72.00974290030342
20210123,61.105357142857144,266.1638538643973,269.8789530552453,74.51734574999125
20210124,60.34642857142857,263.7946867327011,267.7084747140068,74.8760416466849
20210125,99.00714285714285,264.6729498465402,268.75688120814766,79.45965988704135
20210126,100.0,263.0426766531807,266.0211677594868,87.04952896526885
20210127,100.0,258.11209873744446,262.41789055524555,71.99073021616265
20210128,100.0,263.0201623535159,267.14837695312485,67.18833384922581
20210129,100.0,264.89556567382806,269.5562676827564,62.706856242588515
20210130,71.38035714285714,264.6875322614399,270.0641080496651,64.23519884381982
20210131,50.894642857142856,262.4673381696427,269.24095922851564,61.69158431461874
20210201,46.42857142857143,262.3113720354352,269.5439071219308,55.58349337169101
20210202,46.42857142857143,265.9397189243861,273.2224167480469,57.806825392586866
20210203,53.57142857142857,269.3528595842636,274.2824691336498,67.58365437643869
20210204,83.8375,265.25077312360474,271.4994872349329,67.97517326082507
20210205,56.25,260.03063738141714,267.9590301339284,58.11800821576802
20210206,42.857142857142854,261.12999804687485,268.99610313197536,57.29222698211667
20210207,40.17857142857143,260.9493976004466,271.08903756277897,46.17772575378421
20210208,40.892857142857146,257.8561544363839,270.7980516183032,38.321833398001516
20210209,22.798214285714284,262.77388138253355,272.34001555524543,49.213197626386346
20210210,18.82857142857143,266.4239439522878,272.62086066545777,67.28455353600634
20210211,18.317857142857143,265.06030967494405,272.0281970563619,63.680767963954374
20210212,45.28392857142857,262.04305695452007,269.5861819196427,67.48065892900748
20210213,61.53928571428571,260.3776306501114,265.7647066476003,73.96223718370712
20210214,100.0,249.02212988281275,256.27660968889535,72.49904876708979
20210215,62.34107142857143,252.5689671456473,259.67482728794624,65.70095935821534
20210216,73.75,259.6718022809708,266.26772792271197,63.84936133248459
20210217,88.76785714285714,260.47252130998913,266.27520260184184,69.43132750647403
20210218,100.0,261.8153511614117,266.54990098353767,80.71377037048329
20210219,94.64285714285714,259.0609566127232,264.8935562569755,63.95852726255139
20210220,92.85714285714286,263.59494220842623,268.61892124721,66.74251267569407
20210221,77.61428571428571,261.4874226074219,268.8437989676339,59.38408541815621
20210222,66.07142857142857,261.9321088169641,269.89863037109376,56.59634728840422
20210223,64.28571428571429,264.72378166852667,272.78193125697544,55.40901200975694
20210224,70.76428571428572,264.0014183698383,270.30018279157366,65.81751303400317
20210225,95.98214285714286,264.1073546316964,270.17630088588163,76.58701979092183
20210226,100.0,262.1197271205357,268.059974434989,66.59344683102195
20210227,65.17857142857143,259.94713490513374,268.6849924316407,51.927033060618754
20210228,42.785714285714285,256.31406197684163,268.03019042968754,47.14653823035105
20210301,29.419642857142858,255.1308581542969,268.426856515067,40.530587365286664
20210302,22.321428571428573,259.0144600655693,272.67127423967645,37.40329983575006
20210303,21.428571428571427,261.0045309709821,274.7796124441963,38.36899625778196
20210304,43.24464285714286,264.2999076450893,274.7709206542969,46.629277274267984
20210305,62.15714285714286,267.17184622628366,276.4254586356026,60.079435909816205
20210306,25.380357142857143,264.00001074218744,276.1217478027345,43.12835220881873
20210307,14.285714285714286,265.1294832938058,278.23066451590387,43.0099674156734
20210308,14.285714285714286,265.8287715890068,278.27212433733246,42.82606355939598
20210309,11.607142857142858,267.5242971888952,278.75796414620567,49.632441610608765
20210310,27.333928571428572,264.417653878348,276.41322691127266,49.79562344959801
20210311,17.389285714285716,262.3770904366632,273.33751834542386,52.00719054358345
20210312,42.614285714285714,266.91373974609365,273.53266019112715,71.04602199554446
20210313,94.14821428571429,270.5601476702006,273.0036902553015,92.0978758457729
20210314,99.82142857142857,267.93610958426336,272.5170685686381,81.56674701145707
20210315,100.0,265.9911334402903,271.41566528320317,72.67843539101727
20210316,100.0,268.91737625558045,272.07591482979933,81.79348985399521
20210317,98.36785714285715,268.7262345145095,273.6574085867748,81.7255874770028
20210318,58.92857142857143,266.43059486607166,273.9756213727678,65.92137005669731
20210319,43.75,267.4230885881696,276.2180149274552,56.91050153187343
20210320,29.464285714285715,268.03650432477684,277.66127933175204,52.423734964643245
20210321,27.892857142857142,268.24383203125007,277.87208639090386,54.28665276936117
20210322,89.22142857142858,270.0105824148992,275.26917693219883,83.53807832036706
20210323,92.0125,268.6676135951451,274.22484776088135,78.82067485673092
20210324,89.59107142857142,267.4190262625557,273.07048510742175,80.00620261328564
20210325,73.56607142857143,266.4680920410155,273.65393139648444,70.57293812206812
20210326,61.72857142857143,267.0369619140622,275.9066861049109,63.844391974040455
20210327,65.17857142857143,265.6553400878905,275.07220671735496,59.52888788768217
20210328,41.964285714285715,266.1107809361048,276.4087604282925,52.90134787968222
20210329,32.142857142857146,266.9920619419642,278.45173615373955,47.1782570212228
20210330,51.419642857142854,264.24413985770127,275.05514170619426,57.115583136422224
20210331,68.59642857142858,261.1755601283481,274.5043290666854,49.488314794812894
20210401,16.873214285714287,261.24522726004466,278.2307563127789,33.21786774090359
20210402,10.714285714285714,264.91669684709825,281.8954961635042,33.37468258176529
20210403,7.139285714285714,267.27637520926345,283.8083082101005,37.051427150453826
20210404,3.5714285714285716,267.2493852015905,284.7393015834264,34.11165212222508
20210405,0.8928571428571429,267.4572835867747,285.00658192661837,35.006860325677046
20210406,0.0,264.07590865652855,283.05556089564726,29.37277851377217
20210407,0.0,263.0265291050502,279.29188204520096,37.421733939307025
20210408,0.0,264.3468892299108,281.1356209542411,35.85346622603281
20210409,0.0,261.9701946847099,280.86893240792426,31.102052128655597
20210410,0.0,261.61920295061407,280.0669734933038,33.27659857477464
20210411,0.0,261.7858032226562,282.059819580078,27.78059933662415
20210412,0.0,264.4247047293526,278.70671742466544,47.086494105202824
20210413,37.36607142857143,265.5519182477682,276.28025544084835,59.22884206226893
20210414,72.84285714285714,268.1559907924103,277.10373329380593,69.2179902512686
20210415,84.20714285714286,270.34767361886173,276.1560465611048,80.38592704364228
20210416,97.35357142857143,269.2574437081472,275.25243798828143,82.07537346158708
20210417,100.0,267.4808576660156,273.72673514229893,80.77933656147547
20210418,78.31785714285714,266.13680053710925,275.66375111607135,65.77675787108282
20210419,47.66428571428571,267.3907653459823,278.3368221609936,55.548035182271704
20210420,92.55892857142857,265.3759536830355,272.9993102329796,78.31556760515491
20210421,99.99107142857143,266.56492640904014,272.5177889229914,81.88218426772522
20210422,86.65178571428571,267.2463308803009,277.59635184151773,64.97124102728706
20210423,63.5125,271.2430065569195,280.33950108119444,67.14521501268663
20210424,19.40535714285714,268.7308665597097,280.5523461565292,55.84404564448759
20210425,1.7857142857142858,267.798734549386,284.43550927734356,36.70882977349419
20210426,0.0,263.5380448869977,286.00110145786823,23.311588704245427
20210427,0.5357142857142857,266.42481166294664,282.82977329799087,37.323852427346374
20210428,5.098214285714286,271.4289407087053,279.4584801897321,65.29087682179042
20210429,0.8035714285714286,270.974029924665,283.3467013113843,56.66120113100327
20210430,0.0,269.0735979352674,286.19033534458674,37.98602986471994
20210501,0.0,269.5156363002234,288.9656523786274,33.00796124867034
20210502,0.0,270.0772504010886,289.53052929687505,33.39458598273137
20210503,23.142857142857142,275.23911955915224,280.12229087611615,82.42554638181423
20210504,58.81428571428572,273.56769335937497,279.01515108816955,84.79396828515189
20210505,59.89821428571429,272.0847077287943,282.10051998465406,59.52695095879683
20210506,17.916071428571428,273.30092982700893,285.6416394391742,58.40013219015942
20210507,0.8928571428571429,270.48483318219894,287.4804953962055,36.45044290815081
20210508,0.0,271.2786261160715,287.79510714285686,38.750218267440815
20210509,9.744642857142857,272.9499628906249,280.27672363281243,73.24013427734383
20210510,65.13035714285714,273.03712123325914,277.892593889509,87.14375469480235
20210511,93.83035714285714,272.25191755022337,276.1788116629466,89.9883175686427
20210512,70.79107142857143,272.454070172991,281.31023297991055,76.90243434906002
20210513,15.230357142857143,272.50918275669636,285.92214306640614,58.41649254458289
20210514,0.0,269.79339243861585,287.5605824148994,36.34708959170751
20210515,0.0,276.5138284040179,288.89560449218743,57.25985124043056
20210516,0.0,278.72242034040215,288.204974051339,68.9664274106707
20210517,0.0,279.55197056361635,284.1569592633932,84.92804811477656
20210518,0.35714285714285715,278.30739313616056,282.3442384207591,87.1406131260735
20210519,0.17857142857142858,277.3819391741072,285.2494241071428,73.71129383632116
20210520,0.0,277.4644421037948,287.1813334263395,65.63908440181191
20210521,0.0,273.3860957031248,288.77253306361587,39.90813573564801
20210522,1.7607142857142857,276.7397195870536,287.94745577567016,55.27179552350723
20210523,0.7053571428571429,277.5188451450895,287.4011622488839,69.18043435777946
20210524,0.0,264.2339373604912,285.802206612723,27.597833869797814
20210525,0.0,269.6692781633651,287.70616294642866,36.45297795976907
20210526,0.0,275.8796527622769,289.1612716238839,55.12942396436426
20210527,0.0,269.71940359933063,288.54583342633947,34.71576802389961
20210528,0.0,273.49166479492203,289.4037785993307,46.16482929570335
20210529,0.0,274.333905412947,289.8844082031249,43.21871715954374
20210530,0.0,281.277059012277,288.3031202566966,77.31146046229773
20210531,0.0,279.0093554687501,282.5946761997768,89.35312479019153
20210601,5.357142857142857,276.8974361049105,285.38434863281253,72.47397984095986
20210602,2.6785714285714284,277.4452907366072,286.50346637834826,68.7483617537362
20210603,0.0,277.8382296316965,289.64155343191965,57.375886193684174
20210604,0.0,278.8668121512275,292.2228634207589,53.89359769548685
20210605,0.0,279.14005873325885,292.7144963727677,50.0782866695949
20210606,0.0,279.64301813616066,291.08173674665187,54.49816524233145
20210607,0.0,278.1720259486607,292.277689174107,51.38563693182811
20210608,0.0,274.86122209821434,292.9901480189733,38.19851603916715
20210609,0.0,269.6608667689734,293.6891336495539,24.84250784465243
20210610,0.0,274.815232282366,294.3980595703126,37.64897924423219
20210611,0.0,269.919298828125,293.0390704520084,25.483041103907993
20210612,0.0,273.81622649274533,291.80646344866045,36.975907103674786
20210613,0.0,281.582361049107,295.86776604352673,52.988068900789614
20210614,0.0,279.4588453194755,296.96042926897314,45.97936691079821
20210615,0.0,279.5575352608818,297.36341671316967,39.76480884824483
20210616,0.0,276.64173590959814,297.6184063895094,31.829450063705462
20210617,0.0,275.9740581752232,297.1857059151782,31.790880911690834
20210618,0.0,277.34186356026777,295.83090499441965,37.490968093872056
20210619,0.0,280.3427689732141,294.9640746372764,50.75062530245105
20210620,0.0,279.29933984375026,294.3865987723217,48.89191114425656
20210621,0.0,281.40582924107144,289.51380678013385,73.71506163460865
20210622,0.0,279.38744545200916,292.95230426897314,59.5709751701355
20210623,0.0,272.7417446986607,296.0758141741069,25.27550556727817
20210624,0.0,279.766927455357,295.70525362723225,47.09246974400109
20210625,0.0,279.3866110491071,291.23652385602674,56.1779469571795
20210626,0.0,281.34499455915204,289.0755580357141,72.87894020353049
20210627,0.0,280.77913895089284,288.7761397879465,76.80539174488611
20210628,0.0,280.04042229352655,288.53183021763414,72.1542623846872
20210629,0.0,280.76313713727683,290.3978115234373,68.02054110935764
20210630,0.0,281.73580678013406,291.7620471540179,66.94305625370575
20210701,0.0,285.0881690848216,293.3251626674103,74.51327856881268
20210702,0.0,285.98900432477694,292.38829994419615,82.82060498101357
20210703,0.0,284.07871749441983,293.86363141741066,65.39389095851345
20210704,0.0,283.21036900111625,294.66034333147326,57.599593336922794
20210705,0.0,283.90180385044647,294.3451554129465,62.75048749106271
20210706,0.0,283.76882380022306,293.7283501674107,64.8563702637809
20210707,0.0,284.7806835937498,294.0386932198663,70.75960704258509
20210708,0.0,281.74217006138406,295.6232042410716,51.465952892303456
20210709,0.0,280.60021749441967,297.0811767578126,42.28389174870082
20210710,0.0,282.2738331473214,295.40648814174136,52.86204546792167
20210711,0.0,282.69127287946424,295.9344374999997,55.54067513874602
20210712,0.0,281.6896099330361,294.9282056361605,54.49393768310545
20210713,0.0,281.19241057477655,294.98453738839277,49.32350688661846
20210714,0.0,283.31637890625,292.25206529017856,65.79110703059598
20210715,0.0,281.0286312779016,291.2946301618305,65.45114524023882
20210716,0.0,281.2712435477123,294.5249374999999,54.57336019924715
20210717,0.0,282.9811307896203,295.08327483258955,57.56863393374852
20210718,0.0,284.0248182198662,294.1309016462055,64.82293958391462
20210719,0.0,283.21871595982157,295.3636965680804,57.917724157060874
20210720,0.0,281.1371629464283,295.16637095424085,48.815307818821466
20210721,0.0,282.302646065848,295.86132268415156,51.538215757097525
20210722,0.0,284.91932505580365,295.26952287946455,65.41215116773333
20210723,0.0,284.16076604352685,296.5787142857141,57.679185251508464
20210724,0.0,285.4794093191966,293.854418108259,68.96619713647019
20210725,0.0,283.3280185546874,294.49204994419625,62.631731572832415
20210726,0.0,284.02422014508903,294.274793247768,66.99488023076742
20210727,0.0,282.42200823102655,295.49823716517864,53.55552362169538
20210728,0.0,282.65024037388395,296.3098147321426,50.862211243765714
20210729,0.0,282.00934584263376,296.6214157366072,47.2043930544172
20210730,0.0,281.73081361607166,296.057491908482,47.33138363974435
20210731,0.0,283.7056439732144,293.9930188337051,62.08049530574253
20210801,0.0,285.61237416294665,289.7857380022321,87.56319789341522
20210802,0.0,284.41670996093757,292.23785142299107,72.93783015659875
20210803,0.0,285.04312792968733,292.9487716238839,74.25667664936603
20210804,0.0,284.36646847098234,292.76335532924134,73.32827210017612
20210805,0.0,281.2154808872765,293.46517578124974,58.118711986541754
20210806,0.0,278.5696558314731,294.60998493303543,42.29147014890396
20210807,0.0,277.55261077008913,293.58412179129476,44.53169237409325
20210808,0.0,276.0037392578124,293.4660888671876,39.29009390081677
20210809,0.0,274.9746808035711,295.0334762834825,33.13360641479497
20210810,0.0,274.6381171875001,295.608894252232,31.044714279174812
20210811,0.0,275.25132324218765,295.6547095424111,32.20334231512887
20210812,0.0,278.1469135044647,294.81992410714287,39.75058252334597
20210813,0.0,281.76650530133895,294.2142907366072,55.981936176844975
20210814,0.0,282.4605701729911,294.7091343470981,58.04805105481838
20210815,0.0,281.1107338169641,294.40595424107175,53.20376029423304
20210816,0.0,280.7362141462053,292.18993498883947,61.36776111057827
20210817,0.0,278.2667021484378,293.72480273437515,44.57801106589179
20210818,0.0,277.13470354352694,294.5270864955356,39.091817278180855
20210819,0.0,279.77332324218787,294.68585602678553,47.14441940035136
20210820,0.0,276.3244609375001,292.1902947823659,45.111681246076316
20210821,0.0,277.313968470982,292.03963225446415,47.12249161311558
20210822,0.0,279.06142117745514,292.4210620814728,53.05369218553819
20210823,0.0,274.7801304408487,293.893880580357,32.85903754098072
20210824,0.0,273.57503250558045,294.5846330915178,31.403207138606486
20210825,0.0,271.0746287667409,293.64901004464235,26.200472910744768
20210826,0.0,280.505373883929,294.1094804687501,53.472855036599285
20210827,0.0,280.9651647600448,292.83515443638396,57.420869278907766
20210828,0.0,276.76921456473184,294.9260743582592,38.156098187310306
20210829,0.0,280.2313366350446,292.621761160714,54.87406047276087
20210830,0.0,278.90846512276795,292.76739369419647,55.68324227469312
20210831,0.0,273.7543231026785,293.6469775390625,31.271345857892726
20210901,0.0,277.1227868303569,293.56492759486605,38.174022154126824
20210902,0.0,283.788476422991,292.17353878348194,71.3745303971427
20210903,0.0,284.46198730468745,292.4902434430803,72.41468640191214
20210904,0.0,282.1974559151786,292.74387880161834,64.29228743961886
20210905,0.0,279.54123702566966,292.4225383300778,57.31146253040863
20210906,0.0,274.5572096819195,292.2930110212052,38.046727363041505
20210907,0.0,270.659087751116,292.69673521205345,26.875666283198758
20210908,0.0,275.20967564174106,292.01483084542457,39.67720129013066
20210909,0.0,274.0784635881694,293.199917096819,35.62205264772685
20210910,0.0,270.41672307477694,293.58649110630546,25.11013149806431
20210911,0.0,272.2118886718746,294.59335442243326,25.597070955548947
20210912,0.0,275.0816540178569,292.74478138950866,36.05260413578581
20210913,0.0,277.08301841517846,292.15977776227703,42.468455739702485
20210914,0.0,278.0064700055804,291.3419761439731,46.71457535607472
20210915,0.0,277.2779492187498,289.83317783900645,58.000888956614865
20210916,0.0,271.25977483258885,291.07244677734406,30.43405585016524
20210917,0.0,271.6103836495534,289.54740774972106,34.77693022387369
20210918,0.0,274.9860030343188,288.6491662248882,51.44670703887937
20210919,0.0,276.7159021344866,291.40528536551363,45.27411306244985
20210920,0.0,274.93386565290166,288.4955074288507,48.086859550476085
20210921,0.0035714285714285713,273.5964218749996,284.1877012765065,60.76065167563304
20210922,0.0,271.84738476562507,284.8763157435823,52.50534155164445
20210923,0.0,267.8068236607145,286.99149002511155,31.237184633527463
20210924,0.0,270.11037444196444,287.62908091517875,36.03914668491911
20210925,0.0,272.5926794084823,287.4496973005024,44.072586037772034
20210926,0.0,271.32711746651813,289.3037310965401,34.673304176330554
20210927,0.0,271.1948113839289,289.1342492327011,32.54017048427037
20210928,0.0,277.7629748883927,288.31472115652923,57.92709594999036
20210929,0.0,277.5118077566963,286.073492919922,67.02566989898678
20210930,0.0,279.1999181082588,283.48629690987724,85.11651540211261
20211001,0.0,278.18747656249997,283.81558164760037,81.30967539106084
20211002,0.05178571428571429,278.2505811941961,285.4088030482705,74.66099973678588
20211003,4.7821428571428575,275.4737601841517,285.1210250069751,61.639102960314034
20211004,1.1142857142857143,272.6749919084823,286.2971662248883,46.422031751360215
20211005,0.0,272.56364718191986,285.83143952287935,44.18192514692026
20211006,0.0,274.1806674107144,285.66739383370515,50.208163953508596
20211007,0.0,273.5418696986607,285.48218530273436,51.514062870570584
20211008,0.0,273.54242968750003,286.5420453055251,47.75345065525601
20211009,0.0,274.3587345842635,286.0564170619423,50.66785754884997
20211010,3.25,269.1881386021204,281.97361767578104,47.76063162122453
20211011,0.8928571428571429,268.7065568847655,280.488938546317,49.65119732992984
20211012,0.30892857142857144,269.0172279575894,278.3438657575333,50.06226708548409
20211013,35.598214285714285,266.82278738839256,276.1012440011163,57.24545906066895
20211014,25.53035714285714,267.49864006696447,276.4593754185269,60.47439746856692
20211015,40.38035714285714,265.9705552455359,276.5322460937502,58.04023732866563
20211016,25.0,263.98190276227666,277.9134401506699,41.93866779327394
20211017,0.0,265.41500537109346,280.2264268973214,38.00848248617996
20211018,0.0,267.77584992326973,281.7418660714285,39.24012225014825
20211019,6.635714285714286,267.1317004045755,280.2107255859373,42.72006064823692
20211020,6.289285714285715,266.0298059430804,278.40862011718724,49.04790983472546
20211021,0.0,263.8534774344307,278.11265290178613,36.842414599827364
20211022,0.0,263.25306529017854,280.08890708705354,31.547969744546073
20211023,0.0,262.6090967494421,275.7511702008927,31.299965951102124
